,label,combined,center,polygon
0,0,"[0.056603773584905662, 0.0, 0.018867924528301886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.056603773584905662, 0.018867924528301886, 0.0, 0.075471698113207544, 0.018867924528301886, 0.037735849056603772, 0.018867924528301886, 0.018867924528301886, 0.037735849056603772, 0.075471698113207544, 0.037735849056603772, 0.056603773584905662, 0.13207547169811321, 0.037735849056603772, 0.13207547169811321, 0.057692307692307696, 0.057692307692307696, 0.038461538461538464, 0.0, 0.0, 0.019230769230769232, 0.0, 0.038461538461538464, 0.038461538461538464, 0.096153846153846159, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.0, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.076923076923076927, 0.038461538461538464, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.0, 0.019230769230769232, 0.0, 0.019230769230769232, 0.0, 0.0, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.057692307692307696, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.019230769230769232, 0.0, 0.019230769230769232, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.057692307692307696, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.019230769230769232, 0.0, 0.0, 0.057692307692307696, 0.0, 0.0, 0.038461538461538464, 0.038461538461538464, 0.0, 0.0, 0.038461538461538464, 0.11538461538461539, 0.0, 0.038461538461538464, 0.057692307692307696, 0.019230769230769232, 0.038461538461538464, 0.057692307692307696, 0.096153846153846159, 0.057692307692307696, 0.057692307692307696, 0.019230769230769232, 0.019230769230769232, 0.0, 0.019230769230769232, 0.038461538461538464, 0.0, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.0, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.057692307692307696, 0.0, 0.038461538461538464, 0.038461538461538464, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.076923076923076927, 0.13461538461538461, 0.076923076923076927, 0.0, 0.019230769230769232, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.096153846153846159, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.096153846153846159, 0.038461538461538464, 0.0, 0.11538461538461539, 0.096153846153846159, 0.11538461538461539, 0.076923076923076927, 0.076923076923076927, 0.057692307692307696, 0.0, 0.13207547169811321, 0.037735849056603772, 0.037735849056603772, 0.037735849056603772, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.037735849056603772, 0.16981132075471697, 0.0, 0.056603773584905662, 0.075471698113207544, 0.075471698113207544, 0.037735849056603772, 0.037735849056603772, 0.094339622641509441, 0.056603773584905662, 0.037735849056603772, 0.056603773584905662, 0.056603773584905662, 0.075471698113207544]","(116.47408312579606, 39.855474104483292)","POLYGON ((116.4941827811264 39.85310634721157, 116.4748076440934 39.87119735762025, 116.4746148255722 39.87119300491933, 116.4508691619422 39.85280600659955, 116.4369109363702 39.83230452236224, 116.4356393878671 39.82891257748723, 116.4361194625854 39.82047854318466, 116.4941827811264 39.85310634721157))"
1,1,"[0.22641509433962265, 0.11320754716981132, 0.037735849056603772, 0.037735849056603772, 0.018867924528301886, 0.0, 0.037735849056603772, 0.13207547169811321, 0.094339622641509441, 0.056603773584905662, 0.11320754716981132, 0.18867924528301888, 0.094339622641509441, 0.15094339622641509, 0.094339622641509441, 0.075471698113207544, 0.13207547169811321, 0.094339622641509441, 0.15094339622641509, 0.094339622641509441, 0.22641509433962265, 0.16981132075471697, 0.11320754716981132, 0.15094339622641509, 0.11538461538461539, 0.13461538461538461, 0.019230769230769232, 0.038461538461538464, 0.0, 0.038461538461538464, 0.11538461538461539, 0.096153846153846159, 0.096153846153846159, 0.11538461538461539, 0.17307692307692307, 0.19230769230769232, 0.17307692307692307, 0.11538461538461539, 0.11538461538461539, 0.038461538461538464, 0.076923076923076927, 0.11538461538461539, 0.13461538461538461, 0.17307692307692307, 0.076923076923076927, 0.28846153846153844, 0.11538461538461539, 0.26923076923076922, 0.11538461538461539, 0.057692307692307696, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.0, 0.019230769230769232, 0.11538461538461539, 0.13461538461538461, 0.076923076923076927, 0.096153846153846159, 0.11538461538461539, 0.076923076923076927, 0.13461538461538461, 0.096153846153846159, 0.11538461538461539, 0.13461538461538461, 0.096153846153846159, 0.15384615384615385, 0.25, 0.26923076923076922, 0.26923076923076922, 0.13461538461538461, 0.11538461538461539, 0.076923076923076927, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.0, 0.057692307692307696, 0.057692307692307696, 0.15384615384615385, 0.21153846153846154, 0.096153846153846159, 0.15384615384615385, 0.19230769230769232, 0.11538461538461539, 0.076923076923076927, 0.19230769230769232, 0.17307692307692307, 0.057692307692307696, 0.13461538461538461, 0.23076923076923078, 0.076923076923076927, 0.26923076923076922, 0.26923076923076922, 0.13461538461538461, 0.32692307692307693, 0.057692307692307696, 0.038461538461538464, 0.057692307692307696, 0.019230769230769232, 0.0, 0.019230769230769232, 0.11538461538461539, 0.17307692307692307, 0.13461538461538461, 0.19230769230769232, 0.076923076923076927, 0.057692307692307696, 0.13461538461538461, 0.17307692307692307, 0.13461538461538461, 0.15384615384615385, 0.076923076923076927, 0.17307692307692307, 0.19230769230769232, 0.26923076923076922, 0.23076923076923078, 0.17307692307692307, 0.21153846153846154, 0.15384615384615385, 0.13461538461538461, 0.019230769230769232, 0.0, 0.057692307692307696, 0.11538461538461539, 0.038461538461538464, 0.057692307692307696, 0.11538461538461539, 0.19230769230769232, 0.17307692307692307, 0.30769230769230771, 0.23076923076923078, 0.30769230769230771, 0.36538461538461536, 0.17307692307692307, 0.15384615384615385, 0.15384615384615385, 0.096153846153846159, 0.19230769230769232, 0.28846153846153844, 0.28846153846153844, 0.17307692307692307, 0.23076923076923078, 0.15094339622641509, 0.13207547169811321, 0.018867924528301886, 0.056603773584905662, 0.037735849056603772, 0.018867924528301886, 0.056603773584905662, 0.037735849056603772, 0.11320754716981132, 0.11320754716981132, 0.20754716981132076, 0.11320754716981132, 0.13207547169811321, 0.37735849056603776, 0.20754716981132076, 0.13207547169811321, 0.056603773584905662, 0.28301886792452829, 0.16981132075471697, 0.15094339622641509, 0.13207547169811321, 0.22641509433962265, 0.16981132075471697, 0.16981132075471697]","(116.45926327669018, 39.874613016979808)","POLYGON ((116.4746148255722 39.87119300491933, 116.4599448076189 39.88807950983024, 116.4526498060199 39.88618750010365, 116.4508691619422 39.85280600659955, 116.4746148255722 39.87119300491933))"
2,2,"[0.094339622641509441, 0.075471698113207544, 0.0, 0.037735849056603772, 0.094339622641509441, 0.018867924528301886, 0.075471698113207544, 0.018867924528301886, 0.037735849056603772, 0.075471698113207544, 0.075471698113207544, 0.075471698113207544, 0.018867924528301886, 0.056603773584905662, 0.037735849056603772, 0.13207547169811321, 0.075471698113207544, 0.056603773584905662, 0.16981132075471697, 0.15094339622641509, 0.15094339622641509, 0.018867924528301886, 0.11320754716981132, 0.16981132075471697, 0.11538461538461539, 0.076923076923076927, 0.038461538461538464, 0.0, 0.0, 0.057692307692307696, 0.076923076923076927, 0.076923076923076927, 0.076923076923076927, 0.076923076923076927, 0.057692307692307696, 0.11538461538461539, 0.0, 0.096153846153846159, 0.17307692307692307, 0.057692307692307696, 0.096153846153846159, 0.19230769230769232, 0.21153846153846154, 0.21153846153846154, 0.15384615384615385, 0.13461538461538461, 0.057692307692307696, 0.076923076923076927, 0.076923076923076927, 0.076923076923076927, 0.019230769230769232, 0.057692307692307696, 0.038461538461538464, 0.21153846153846154, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.11538461538461539, 0.11538461538461539, 0.019230769230769232, 0.15384615384615385, 0.057692307692307696, 0.13461538461538461, 0.019230769230769232, 0.076923076923076927, 0.076923076923076927, 0.096153846153846159, 0.46153846153846156, 0.076923076923076927, 0.096153846153846159, 0.28846153846153844, 0.11538461538461539, 0.096153846153846159, 0.076923076923076927, 0.076923076923076927, 0.019230769230769232, 0.057692307692307696, 0.019230769230769232, 0.038461538461538464, 0.096153846153846159, 0.057692307692307696, 0.057692307692307696, 0.076923076923076927, 0.17307692307692307, 0.057692307692307696, 0.057692307692307696, 0.11538461538461539, 0.096153846153846159, 0.19230769230769232, 0.11538461538461539, 0.19230769230769232, 0.15384615384615385, 0.17307692307692307, 0.057692307692307696, 0.21153846153846154, 0.13461538461538461, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.019230769230769232, 0.076923076923076927, 0.057692307692307696, 0.076923076923076927, 0.019230769230769232, 0.076923076923076927, 0.096153846153846159, 0.057692307692307696, 0.076923076923076927, 0.076923076923076927, 0.076923076923076927, 0.076923076923076927, 0.13461538461538461, 0.096153846153846159, 0.096153846153846159, 0.25, 0.19230769230769232, 0.19230769230769232, 0.11538461538461539, 0.076923076923076927, 0.038461538461538464, 0.11538461538461539, 0.076923076923076927, 0.096153846153846159, 0.076923076923076927, 0.0, 0.038461538461538464, 0.019230769230769232, 0.057692307692307696, 0.057692307692307696, 0.076923076923076927, 0.21153846153846154, 0.23076923076923078, 0.17307692307692307, 0.13461538461538461, 0.17307692307692307, 0.15384615384615385, 0.11538461538461539, 0.096153846153846159, 0.096153846153846159, 0.096153846153846159, 0.15384615384615385, 0.21153846153846154, 0.19230769230769232, 0.11538461538461539, 0.18867924528301888, 0.075471698113207544, 0.037735849056603772, 0.037735849056603772, 0.018867924528301886, 0.037735849056603772, 0.037735849056603772, 0.15094339622641509, 0.037735849056603772, 0.094339622641509441, 0.11320754716981132, 0.18867924528301888, 0.24528301886792453, 0.16981132075471697, 0.15094339622641509, 0.20754716981132076, 0.037735849056603772, 0.16981132075471697, 0.18867924528301888, 0.15094339622641509, 0.16981132075471697, 0.13207547169811321, 0.16981132075471697, 0.094339622641509441]","(116.44484255000894, 39.875382251033365)","POLYGON ((116.4508691619422 39.85280600659955, 116.4526498060199 39.88618750010365, 116.4465162821917 39.88821082009495, 116.4341482824873 39.88071332684011, 116.4369109363702 39.83230452236224, 116.4508691619422 39.85280600659955))"
3,3,"[0.20754716981132076, 0.13207547169811321, 0.13207547169811321, 0.056603773584905662, 0.0, 0.056603773584905662, 0.0, 0.11320754716981132, 0.22641509433962265, 0.13207547169811321, 0.11320754716981132, 0.15094339622641509, 0.16981132075471697, 0.18867924528301888, 0.056603773584905662, 0.15094339622641509, 0.26415094339622641, 0.18867924528301888, 0.18867924528301888, 0.47169811320754718, 0.35849056603773582, 0.30188679245283018, 0.49056603773584906, 0.18867924528301888, 0.13461538461538461, 0.076923076923076927, 0.096153846153846159, 0.038461538461538464, 0.0, 0.038461538461538464, 0.019230769230769232, 0.15384615384615385, 0.28846153846153844, 0.17307692307692307, 0.076923076923076927, 0.13461538461538461, 0.25, 0.13461538461538461, 0.057692307692307696, 0.15384615384615385, 0.19230769230769232, 0.21153846153846154, 0.32692307692307693, 0.28846153846153844, 0.36538461538461536, 0.38461538461538464, 0.26923076923076922, 0.21153846153846154, 0.23076923076923078, 0.019230769230769232, 0.076923076923076927, 0.038461538461538464, 0.0, 0.019230769230769232, 0.057692307692307696, 0.096153846153846159, 0.30769230769230771, 0.076923076923076927, 0.15384615384615385, 0.11538461538461539, 0.21153846153846154, 0.13461538461538461, 0.096153846153846159, 0.13461538461538461, 0.26923076923076922, 0.19230769230769232, 0.28846153846153844, 0.19230769230769232, 0.23076923076923078, 0.26923076923076922, 0.21153846153846154, 0.25, 0.19230769230769232, 0.096153846153846159, 0.13461538461538461, 0.019230769230769232, 0.0, 0.038461538461538464, 0.019230769230769232, 0.15384615384615385, 0.25, 0.11538461538461539, 0.11538461538461539, 0.076923076923076927, 0.13461538461538461, 0.096153846153846159, 0.11538461538461539, 0.11538461538461539, 0.17307692307692307, 0.13461538461538461, 0.36538461538461536, 0.21153846153846154, 0.34615384615384615, 0.25, 0.42307692307692307, 0.21153846153846154, 0.15384615384615385, 0.038461538461538464, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.0, 0.13461538461538461, 0.21153846153846154, 0.17307692307692307, 0.30769230769230771, 0.057692307692307696, 0.057692307692307696, 0.11538461538461539, 0.15384615384615385, 0.23076923076923078, 0.057692307692307696, 0.17307692307692307, 0.15384615384615385, 0.23076923076923078, 0.26923076923076922, 0.13461538461538461, 0.34615384615384615, 0.13461538461538461, 0.23076923076923078, 0.096153846153846159, 0.19230769230769232, 0.019230769230769232, 0.057692307692307696, 0.0, 0.0, 0.038461538461538464, 0.11538461538461539, 0.28846153846153844, 0.21153846153846154, 0.23076923076923078, 0.38461538461538464, 0.23076923076923078, 0.25, 0.42307692307692307, 0.057692307692307696, 0.21153846153846154, 0.28846153846153844, 0.34615384615384615, 0.42307692307692307, 0.42307692307692307, 0.28846153846153844, 0.28846153846153844, 0.34615384615384615, 0.24528301886792453, 0.11320754716981132, 0.075471698113207544, 0.056603773584905662, 0.037735849056603772, 0.0, 0.037735849056603772, 0.037735849056603772, 0.15094339622641509, 0.20754716981132076, 0.15094339622641509, 0.20754716981132076, 0.18867924528301888, 0.11320754716981132, 0.20754716981132076, 0.22641509433962265, 0.22641509433962265, 0.32075471698113206, 0.30188679245283018, 0.33962264150943394, 0.22641509433962265, 0.16981132075471697, 0.22641509433962265, 0.22641509433962265]","(116.42412995472269, 39.874200198875485)","POLYGON ((116.4369109363702 39.83230452236224, 116.4341482824873 39.88071332684011, 116.4228874394091 39.88695871840711, 116.4021848633923 39.87409576342561, 116.4022863343285 39.87150008668552, 116.4356393878671 39.82891257748723, 116.4369109363702 39.83230452236224))"
4,4,"[0.15094339622641509, 0.094339622641509441, 0.075471698113207544, 0.037735849056603772, 0.037735849056603772, 0.018867924528301886, 0.037735849056603772, 0.16981132075471697, 0.13207547169811321, 0.16981132075471697, 0.22641509433962265, 0.15094339622641509, 0.15094339622641509, 0.094339622641509441, 0.094339622641509441, 0.15094339622641509, 0.056603773584905662, 0.075471698113207544, 0.16981132075471697, 0.30188679245283018, 0.22641509433962265, 0.18867924528301888, 0.18867924528301888, 0.056603773584905662, 0.13461538461538461, 0.15384615384615385, 0.11538461538461539, 0.038461538461538464, 0.057692307692307696, 0.019230769230769232, 0.076923076923076927, 0.076923076923076927, 0.17307692307692307, 0.11538461538461539, 0.076923076923076927, 0.15384615384615385, 0.15384615384615385, 0.19230769230769232, 0.057692307692307696, 0.057692307692307696, 0.11538461538461539, 0.17307692307692307, 0.096153846153846159, 0.13461538461538461, 0.25, 0.19230769230769232, 0.19230769230769232, 0.19230769230769232, 0.26923076923076922, 0.076923076923076927, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.076923076923076927, 0.21153846153846154, 0.19230769230769232, 0.096153846153846159, 0.11538461538461539, 0.076923076923076927, 0.076923076923076927, 0.11538461538461539, 0.13461538461538461, 0.057692307692307696, 0.11538461538461539, 0.13461538461538461, 0.21153846153846154, 0.23076923076923078, 0.19230769230769232, 0.11538461538461539, 0.11538461538461539, 0.13461538461538461, 0.057692307692307696, 0.0, 0.019230769230769232, 0.057692307692307696, 0.13461538461538461, 0.11538461538461539, 0.076923076923076927, 0.15384615384615385, 0.17307692307692307, 0.076923076923076927, 0.076923076923076927, 0.11538461538461539, 0.057692307692307696, 0.13461538461538461, 0.096153846153846159, 0.096153846153846159, 0.096153846153846159, 0.19230769230769232, 0.15384615384615385, 0.11538461538461539, 0.19230769230769232, 0.19230769230769232, 0.21153846153846154, 0.096153846153846159, 0.019230769230769232, 0.076923076923076927, 0.019230769230769232, 0.038461538461538464, 0.057692307692307696, 0.076923076923076927, 0.038461538461538464, 0.17307692307692307, 0.13461538461538461, 0.15384615384615385, 0.019230769230769232, 0.19230769230769232, 0.038461538461538464, 0.11538461538461539, 0.096153846153846159, 0.13461538461538461, 0.26923076923076922, 0.25, 0.11538461538461539, 0.21153846153846154, 0.076923076923076927, 0.17307692307692307, 0.23076923076923078, 0.096153846153846159, 0.076923076923076927, 0.057692307692307696, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.096153846153846159, 0.076923076923076927, 0.15384615384615385, 0.019230769230769232, 0.19230769230769232, 0.30769230769230771, 0.11538461538461539, 0.13461538461538461, 0.23076923076923078, 0.096153846153846159, 0.21153846153846154, 0.26923076923076922, 0.19230769230769232, 0.30769230769230771, 0.096153846153846159, 0.32692307692307693, 0.19230769230769232, 0.19230769230769232, 0.15094339622641509, 0.15094339622641509, 0.056603773584905662, 0.094339622641509441, 0.094339622641509441, 0.018867924528301886, 0.056603773584905662, 0.075471698113207544, 0.15094339622641509, 0.037735849056603772, 0.094339622641509441, 0.22641509433962265, 0.075471698113207544, 0.20754716981132076, 0.20754716981132076, 0.22641509433962265, 0.18867924528301888, 0.26415094339622641, 0.41509433962264153, 0.35849056603773582, 0.18867924528301888, 0.13207547169811321, 0.22641509433962265, 0.18867924528301888]","(116.39442990354735, 39.85094015348664)","POLYGON ((116.4361194625854 39.82047854318466, 116.4356393878671 39.82891257748723, 116.4022863343285 39.87150008668552, 116.371517915469 39.85132063245862, 116.4319930096755 39.79726447977336, 116.4361194625854 39.82047854318466))"
5,5,"[0.24528301886792453, 0.13207547169811321, 0.0, 0.056603773584905662, 0.037735849056603772, 0.056603773584905662, 0.075471698113207544, 0.094339622641509441, 0.13207547169811321, 0.075471698113207544, 0.094339622641509441, 0.16981132075471697, 0.094339622641509441, 0.075471698113207544, 0.13207547169811321, 0.13207547169811321, 0.24528301886792453, 0.16981132075471697, 0.33962264150943394, 0.28301886792452829, 0.24528301886792453, 0.20754716981132076, 0.16981132075471697, 0.28301886792452829, 0.19230769230769232, 0.15384615384615385, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.057692307692307696, 0.096153846153846159, 0.17307692307692307, 0.13461538461538461, 0.13461538461538461, 0.038461538461538464, 0.096153846153846159, 0.038461538461538464, 0.019230769230769232, 0.11538461538461539, 0.11538461538461539, 0.096153846153846159, 0.23076923076923078, 0.23076923076923078, 0.25, 0.30769230769230771, 0.19230769230769232, 0.11538461538461539, 0.17307692307692307, 0.11538461538461539, 0.11538461538461539, 0.057692307692307696, 0.0, 0.019230769230769232, 0.057692307692307696, 0.038461538461538464, 0.15384615384615385, 0.17307692307692307, 0.19230769230769232, 0.057692307692307696, 0.096153846153846159, 0.15384615384615385, 0.076923076923076927, 0.076923076923076927, 0.17307692307692307, 0.21153846153846154, 0.11538461538461539, 0.21153846153846154, 0.17307692307692307, 0.076923076923076927, 0.17307692307692307, 0.096153846153846159, 0.076923076923076927, 0.076923076923076927, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.076923076923076927, 0.17307692307692307, 0.15384615384615385, 0.076923076923076927, 0.096153846153846159, 0.057692307692307696, 0.057692307692307696, 0.15384615384615385, 0.096153846153846159, 0.25, 0.076923076923076927, 0.11538461538461539, 0.23076923076923078, 0.19230769230769232, 0.25, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.13461538461538461, 0.076923076923076927, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.076923076923076927, 0.038461538461538464, 0.15384615384615385, 0.19230769230769232, 0.0, 0.15384615384615385, 0.15384615384615385, 0.21153846153846154, 0.057692307692307696, 0.096153846153846159, 0.076923076923076927, 0.11538461538461539, 0.21153846153846154, 0.28846153846153844, 0.26923076923076922, 0.21153846153846154, 0.40384615384615385, 0.44230769230769229, 0.076923076923076927, 0.25, 0.26923076923076922, 0.096153846153846159, 0.0, 0.076923076923076927, 0.019230769230769232, 0.076923076923076927, 0.19230769230769232, 0.15384615384615385, 0.17307692307692307, 0.17307692307692307, 0.28846153846153844, 0.23076923076923078, 0.17307692307692307, 0.11538461538461539, 0.13461538461538461, 0.17307692307692307, 0.32692307692307693, 0.34615384615384615, 0.40384615384615385, 0.38461538461538464, 0.28846153846153844, 0.34615384615384615, 0.096153846153846159, 0.11320754716981132, 0.056603773584905662, 0.13207547169811321, 0.037735849056603772, 0.018867924528301886, 0.037735849056603772, 0.075471698113207544, 0.15094339622641509, 0.15094339622641509, 0.15094339622641509, 0.18867924528301888, 0.18867924528301888, 0.16981132075471697, 0.13207547169811321, 0.20754716981132076, 0.18867924528301888, 0.13207547169811321, 0.20754716981132076, 0.28301886792452829, 0.32075471698113206, 0.20754716981132076, 0.35849056603773582, 0.18867924528301888, 0.15094339622641509]","(116.3744561898377, 39.828594645006298)","POLYGON ((116.4353109865451 39.73684792760343, 116.4319930096755 39.79726447977336, 116.371517915469 39.85132063245862, 116.3709562777581 39.85139539109274, 116.3414788993778 39.82680666583568, 116.4193035035897 39.73359288203626, 116.4353109865451 39.73684792760343))"
6,6,"[0.15094339622641509, 0.11320754716981132, 0.018867924528301886, 0.037735849056603772, 0.0, 0.0, 0.0, 0.094339622641509441, 0.037735849056603772, 0.15094339622641509, 0.20754716981132076, 0.056603773584905662, 0.11320754716981132, 0.22641509433962265, 0.094339622641509441, 0.075471698113207544, 0.094339622641509441, 0.11320754716981132, 0.094339622641509441, 0.20754716981132076, 0.28301886792452829, 0.15094339622641509, 0.13207547169811321, 0.13207547169811321, 0.057692307692307696, 0.096153846153846159, 0.0, 0.038461538461538464, 0.0, 0.038461538461538464, 0.076923076923076927, 0.076923076923076927, 0.076923076923076927, 0.057692307692307696, 0.13461538461538461, 0.15384615384615385, 0.096153846153846159, 0.11538461538461539, 0.096153846153846159, 0.038461538461538464, 0.057692307692307696, 0.096153846153846159, 0.019230769230769232, 0.13461538461538461, 0.096153846153846159, 0.13461538461538461, 0.038461538461538464, 0.096153846153846159, 0.076923076923076927, 0.038461538461538464, 0.019230769230769232, 0.0, 0.0, 0.057692307692307696, 0.019230769230769232, 0.057692307692307696, 0.019230769230769232, 0.057692307692307696, 0.057692307692307696, 0.038461538461538464, 0.17307692307692307, 0.096153846153846159, 0.17307692307692307, 0.096153846153846159, 0.096153846153846159, 0.096153846153846159, 0.096153846153846159, 0.19230769230769232, 0.17307692307692307, 0.17307692307692307, 0.15384615384615385, 0.15384615384615385, 0.076923076923076927, 0.057692307692307696, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.0, 0.019230769230769232, 0.057692307692307696, 0.057692307692307696, 0.21153846153846154, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.076923076923076927, 0.057692307692307696, 0.076923076923076927, 0.038461538461538464, 0.076923076923076927, 0.17307692307692307, 0.25, 0.19230769230769232, 0.17307692307692307, 0.13461538461538461, 0.11538461538461539, 0.038461538461538464, 0.038461538461538464, 0.019230769230769232, 0.038461538461538464, 0.057692307692307696, 0.076923076923076927, 0.0, 0.038461538461538464, 0.038461538461538464, 0.096153846153846159, 0.076923076923076927, 0.17307692307692307, 0.23076923076923078, 0.096153846153846159, 0.057692307692307696, 0.13461538461538461, 0.096153846153846159, 0.13461538461538461, 0.17307692307692307, 0.15384615384615385, 0.13461538461538461, 0.11538461538461539, 0.13461538461538461, 0.076923076923076927, 0.057692307692307696, 0.057692307692307696, 0.019230769230769232, 0.0, 0.057692307692307696, 0.038461538461538464, 0.076923076923076927, 0.076923076923076927, 0.17307692307692307, 0.36538461538461536, 0.5, 0.25, 0.26923076923076922, 0.46153846153846156, 0.42307692307692307, 0.32692307692307693, 0.28846153846153844, 0.19230769230769232, 0.15384615384615385, 0.11538461538461539, 0.21153846153846154, 0.15384615384615385, 0.13461538461538461, 0.15384615384615385, 0.056603773584905662, 0.018867924528301886, 0.056603773584905662, 0.094339622641509441, 0.037735849056603772, 0.0, 0.018867924528301886, 0.037735849056603772, 0.13207547169811321, 0.26415094339622641, 0.15094339622641509, 0.30188679245283018, 0.20754716981132076, 0.24528301886792453, 0.26415094339622641, 0.30188679245283018, 0.13207547169811321, 0.22641509433962265, 0.22641509433962265, 0.16981132075471697, 0.18867924528301888, 0.15094339622641509, 0.11320754716981132, 0.16981132075471697]","(116.49044439299206, 39.872996718576985)","POLYGON ((116.4941827811264 39.85310634721157, 116.5537287073117 39.84581051984519, 116.5511234446424 39.85389684388463, 116.5500792933014 39.85492920604418, 116.5023632610724 39.88516226712109, 116.485386694806 39.88421231214181, 116.4748076440934 39.87119735762025, 116.4941827811264 39.85310634721157))"
