,label,PC1,PC2,cluster,color,combined,normalized_vector
0,0,-0.0157011540086,0.0155214363126,2,orange,"[0.05660377358490566, 0.0, 0.018867924528301886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018867924528301886, 0.05660377358490566, 0.018867924528301886, 0.0, 0.07547169811320754, 0.018867924528301886, 0.03773584905660377, 0.018867924528301886, 0.018867924528301886, 0.03773584905660377, 0.07547169811320754, 0.03773584905660377, 0.05660377358490566, 0.1320754716981132, 0.03773584905660377, 0.1320754716981132, 0.057692307692307696, 0.057692307692307696, 0.038461538461538464, 0.0, 0.0, 0.019230769230769232, 0.0, 0.038461538461538464, 0.038461538461538464, 0.09615384615384616, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.0, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.07692307692307693, 0.038461538461538464, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.0, 0.019230769230769232, 0.0, 0.019230769230769232, 0.0, 0.0, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.057692307692307696, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.019230769230769232, 0.0, 0.019230769230769232, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.057692307692307696, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.019230769230769232, 0.0, 0.0, 0.057692307692307696, 0.0, 0.0, 0.038461538461538464, 0.038461538461538464, 0.0, 0.0, 0.038461538461538464, 0.11538461538461539, 0.0, 0.038461538461538464, 0.057692307692307696, 0.019230769230769232, 0.038461538461538464, 0.057692307692307696, 0.09615384615384616, 0.057692307692307696, 0.057692307692307696, 0.019230769230769232, 0.019230769230769232, 0.0, 0.019230769230769232, 0.038461538461538464, 0.0, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.0, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.057692307692307696, 0.0, 0.038461538461538464, 0.038461538461538464, 0.0, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.07692307692307693, 0.1346153846153846, 0.07692307692307693, 0.0, 0.019230769230769232, 0.0, 0.0, 0.0, 0.019230769230769232, 0.019230769230769232, 0.09615384615384616, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.038461538461538464, 0.09615384615384616, 0.038461538461538464, 0.0, 0.11538461538461539, 0.09615384615384616, 0.11538461538461539, 0.07692307692307693, 0.07692307692307693, 0.057692307692307696, 0.0, 0.1320754716981132, 0.03773584905660377, 0.03773584905660377, 0.03773584905660377, 0.0, 0.018867924528301886, 0.0, 0.018867924528301886, 0.018867924528301886, 0.018867924528301886, 0.03773584905660377, 0.16981132075471697, 0.0, 0.05660377358490566, 0.07547169811320754, 0.07547169811320754, 0.03773584905660377, 0.03773584905660377, 0.09433962264150944, 0.05660377358490566, 0.03773584905660377, 0.05660377358490566, 0.05660377358490566, 0.07547169811320754]","[0.009170536711539593, 0.0, 0.0030568455705131978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0030568455705131978, 0.009170536711539593, 0.0030568455705131978, 0.0, 0.012227382282052791, 0.0030568455705131978, 0.0061136911410263955, 0.0030568455705131978, 0.0030568455705131978, 0.0061136911410263955, 0.012227382282052791, 0.0061136911410263955, 0.009170536711539593, 0.021397918993592384, 0.0061136911410263955, 0.021397918993592384, 0.00934689318676151, 0.00934689318676151, 0.006231262124507673, 0.0, 0.0, 0.0031156310622538364, 0.0, 0.006231262124507673, 0.006231262124507673, 0.015578155311269182, 0.0031156310622538364, 0.006231262124507673, 0.006231262124507673, 0.0, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.012462524249015346, 0.006231262124507673, 0.00934689318676151, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.0, 0.0031156310622538364, 0.0, 0.0031156310622538364, 0.0, 0.0, 0.006231262124507673, 0.00934689318676151, 0.00934689318676151, 0.00934689318676151, 0.006231262124507673, 0.0031156310622538364, 0.0031156310622538364, 0.006231262124507673, 0.0031156310622538364, 0.0, 0.0031156310622538364, 0.006231262124507673, 0.0031156310622538364, 0.0031156310622538364, 0.00934689318676151, 0.0031156310622538364, 0.0031156310622538364, 0.006231262124507673, 0.0031156310622538364, 0.0, 0.0, 0.00934689318676151, 0.0, 0.0, 0.006231262124507673, 0.006231262124507673, 0.0, 0.0, 0.006231262124507673, 0.01869378637352302, 0.0, 0.006231262124507673, 0.00934689318676151, 0.0031156310622538364, 0.006231262124507673, 0.00934689318676151, 0.015578155311269182, 0.00934689318676151, 0.00934689318676151, 0.0031156310622538364, 0.0031156310622538364, 0.0, 0.0031156310622538364, 0.006231262124507673, 0.0, 0.006231262124507673, 0.0031156310622538364, 0.0031156310622538364, 0.0, 0.0031156310622538364, 0.0031156310622538364, 0.006231262124507673, 0.00934689318676151, 0.0, 0.006231262124507673, 0.006231262124507673, 0.0, 0.0031156310622538364, 0.0031156310622538364, 0.0031156310622538364, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.012462524249015346, 0.021809417435776853, 0.012462524249015346, 0.0, 0.0031156310622538364, 0.0, 0.0, 0.0, 0.0031156310622538364, 0.0031156310622538364, 0.015578155311269182, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.006231262124507673, 0.015578155311269182, 0.006231262124507673, 0.0, 0.01869378637352302, 0.015578155311269182, 0.01869378637352302, 0.012462524249015346, 0.012462524249015346, 0.00934689318676151, 0.0, 0.021397918993592384, 0.0061136911410263955, 0.0061136911410263955, 0.0061136911410263955, 0.0, 0.0030568455705131978, 0.0, 0.0030568455705131978, 0.0030568455705131978, 0.0030568455705131978, 0.0061136911410263955, 0.02751161013461878, 0.0, 0.009170536711539593, 0.012227382282052791, 0.012227382282052791, 0.0061136911410263955, 0.0061136911410263955, 0.015284227852565991, 0.009170536711539593, 0.0061136911410263955, 0.009170536711539593, 0.009170536711539593, 0.012227382282052791]"
1,1,-0.0074542840108,0.0119856566925,1,red,"[0.22641509433962265, 0.11320754716981132, 0.03773584905660377, 0.03773584905660377, 0.018867924528301886, 0.0, 0.03773584905660377, 0.1320754716981132, 0.09433962264150944, 0.05660377358490566, 0.11320754716981132, 0.18867924528301888, 0.09433962264150944, 0.1509433962264151, 0.09433962264150944, 0.07547169811320754, 0.1320754716981132, 0.09433962264150944, 0.1509433962264151, 0.09433962264150944, 0.22641509433962265, 0.16981132075471697, 0.11320754716981132, 0.1509433962264151, 0.11538461538461539, 0.1346153846153846, 0.019230769230769232, 0.038461538461538464, 0.0, 0.038461538461538464, 0.11538461538461539, 0.09615384615384616, 0.09615384615384616, 0.11538461538461539, 0.17307692307692307, 0.19230769230769232, 0.17307692307692307, 0.11538461538461539, 0.11538461538461539, 0.038461538461538464, 0.07692307692307693, 0.11538461538461539, 0.1346153846153846, 0.17307692307692307, 0.07692307692307693, 0.28846153846153844, 0.11538461538461539, 0.2692307692307692, 0.11538461538461539, 0.057692307692307696, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.0, 0.019230769230769232, 0.11538461538461539, 0.1346153846153846, 0.07692307692307693, 0.09615384615384616, 0.11538461538461539, 0.07692307692307693, 0.1346153846153846, 0.09615384615384616, 0.11538461538461539, 0.1346153846153846, 0.09615384615384616, 0.15384615384615385, 0.25, 0.2692307692307692, 0.2692307692307692, 0.1346153846153846, 0.11538461538461539, 0.07692307692307693, 0.038461538461538464, 0.019230769230769232, 0.019230769230769232, 0.019230769230769232, 0.0, 0.057692307692307696, 0.057692307692307696, 0.15384615384615385, 0.21153846153846154, 0.09615384615384616, 0.15384615384615385, 0.19230769230769232, 0.11538461538461539, 0.07692307692307693, 0.19230769230769232, 0.17307692307692307, 0.057692307692307696, 0.1346153846153846, 0.23076923076923078, 0.07692307692307693, 0.2692307692307692, 0.2692307692307692, 0.1346153846153846, 0.3269230769230769, 0.057692307692307696, 0.038461538461538464, 0.057692307692307696, 0.019230769230769232, 0.0, 0.019230769230769232, 0.11538461538461539, 0.17307692307692307, 0.1346153846153846, 0.19230769230769232, 0.07692307692307693, 0.057692307692307696, 0.1346153846153846, 0.17307692307692307, 0.1346153846153846, 0.15384615384615385, 0.07692307692307693, 0.17307692307692307, 0.19230769230769232, 0.2692307692307692, 0.23076923076923078, 0.17307692307692307, 0.21153846153846154, 0.15384615384615385, 0.1346153846153846, 0.019230769230769232, 0.0, 0.057692307692307696, 0.11538461538461539, 0.038461538461538464, 0.057692307692307696, 0.11538461538461539, 0.19230769230769232, 0.17307692307692307, 0.3076923076923077, 0.23076923076923078, 0.3076923076923077, 0.36538461538461536, 0.17307692307692307, 0.15384615384615385, 0.15384615384615385, 0.09615384615384616, 0.19230769230769232, 0.28846153846153844, 0.28846153846153844, 0.17307692307692307, 0.23076923076923078, 0.1509433962264151, 0.1320754716981132, 0.018867924528301886, 0.05660377358490566, 0.03773584905660377, 0.018867924528301886, 0.05660377358490566, 0.03773584905660377, 0.11320754716981132, 0.11320754716981132, 0.20754716981132076, 0.11320754716981132, 0.1320754716981132, 0.37735849056603776, 0.20754716981132076, 0.1320754716981132, 0.05660377358490566, 0.2830188679245283, 0.16981132075471697, 0.1509433962264151, 0.1320754716981132, 0.22641509433962265, 0.16981132075471697, 0.16981132075471697]","[0.010586498820894762, 0.005293249410447381, 0.0017644164701491269, 0.0017644164701491269, 0.0008822082350745634, 0.0, 0.0017644164701491269, 0.006175457645521945, 0.004411041175372818, 0.0026466247052236904, 0.005293249410447381, 0.008822082350745636, 0.004411041175372818, 0.0070576658805965075, 0.004411041175372818, 0.0035288329402982537, 0.006175457645521945, 0.004411041175372818, 0.0070576658805965075, 0.004411041175372818, 0.010586498820894762, 0.007939874115671071, 0.005293249410447381, 0.0070576658805965075, 0.0053950426683406, 0.006294216446397366, 0.0008991737780567667, 0.0017983475561135333, 0.0, 0.0017983475561135333, 0.0053950426683406, 0.004495868890283834, 0.004495868890283834, 0.0053950426683406, 0.0080925640025109, 0.008991737780567667, 0.0080925640025109, 0.0053950426683406, 0.0053950426683406, 0.0017983475561135333, 0.0035966951122270666, 0.0053950426683406, 0.006294216446397366, 0.0080925640025109, 0.0035966951122270666, 0.013487606670851499, 0.0053950426683406, 0.012588432892794732, 0.0053950426683406, 0.0026975213341703, 0.0017983475561135333, 0.0008991737780567667, 0.0008991737780567667, 0.0, 0.0008991737780567667, 0.0053950426683406, 0.006294216446397366, 0.0035966951122270666, 0.004495868890283834, 0.0053950426683406, 0.0035966951122270666, 0.006294216446397366, 0.004495868890283834, 0.0053950426683406, 0.006294216446397366, 0.004495868890283834, 0.007193390224454133, 0.011689259114737966, 0.012588432892794732, 0.012588432892794732, 0.006294216446397366, 0.0053950426683406, 0.0035966951122270666, 0.0017983475561135333, 0.0008991737780567667, 0.0008991737780567667, 0.0008991737780567667, 0.0, 0.0026975213341703, 0.0026975213341703, 0.007193390224454133, 0.009890911558624432, 0.004495868890283834, 0.007193390224454133, 0.008991737780567667, 0.0053950426683406, 0.0035966951122270666, 0.008991737780567667, 0.0080925640025109, 0.0026975213341703, 0.006294216446397366, 0.0107900853366812, 0.0035966951122270666, 0.012588432892794732, 0.012588432892794732, 0.006294216446397366, 0.015285954226965033, 0.0026975213341703, 0.0017983475561135333, 0.0026975213341703, 0.0008991737780567667, 0.0, 0.0008991737780567667, 0.0053950426683406, 0.0080925640025109, 0.006294216446397366, 0.008991737780567667, 0.0035966951122270666, 0.0026975213341703, 0.006294216446397366, 0.0080925640025109, 0.006294216446397366, 0.007193390224454133, 0.0035966951122270666, 0.0080925640025109, 0.008991737780567667, 0.012588432892794732, 0.0107900853366812, 0.0080925640025109, 0.009890911558624432, 0.007193390224454133, 0.006294216446397366, 0.0008991737780567667, 0.0, 0.0026975213341703, 0.0053950426683406, 0.0017983475561135333, 0.0026975213341703, 0.0053950426683406, 0.008991737780567667, 0.0080925640025109, 0.014386780448908267, 0.0107900853366812, 0.014386780448908267, 0.017084301783078563, 0.0080925640025109, 0.007193390224454133, 0.007193390224454133, 0.004495868890283834, 0.008991737780567667, 0.013487606670851499, 0.013487606670851499, 0.0080925640025109, 0.0107900853366812, 0.0070576658805965075, 0.006175457645521945, 0.0008822082350745634, 0.0026466247052236904, 0.0017644164701491269, 0.0008822082350745634, 0.0026466247052236904, 0.0017644164701491269, 0.005293249410447381, 0.005293249410447381, 0.009704290585820199, 0.005293249410447381, 0.006175457645521945, 0.01764416470149127, 0.009704290585820199, 0.006175457645521945, 0.0026466247052236904, 0.013233123526118452, 0.007939874115671071, 0.0070576658805965075, 0.006175457645521945, 0.010586498820894762, 0.007939874115671071, 0.007939874115671071]"
2,2,-0.00715745286369,0.00532502774689,1,red,"[0.09433962264150944, 0.07547169811320754, 0.0, 0.03773584905660377, 0.09433962264150944, 0.018867924528301886, 0.07547169811320754, 0.018867924528301886, 0.03773584905660377, 0.07547169811320754, 0.07547169811320754, 0.07547169811320754, 0.018867924528301886, 0.05660377358490566, 0.03773584905660377, 0.1320754716981132, 0.07547169811320754, 0.05660377358490566, 0.16981132075471697, 0.1509433962264151, 0.1509433962264151, 0.018867924528301886, 0.11320754716981132, 0.16981132075471697, 0.11538461538461539, 0.07692307692307693, 0.038461538461538464, 0.0, 0.0, 0.057692307692307696, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.057692307692307696, 0.11538461538461539, 0.0, 0.09615384615384616, 0.17307692307692307, 0.057692307692307696, 0.09615384615384616, 0.19230769230769232, 0.21153846153846154, 0.21153846153846154, 0.15384615384615385, 0.1346153846153846, 0.057692307692307696, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.019230769230769232, 0.057692307692307696, 0.038461538461538464, 0.21153846153846154, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.11538461538461539, 0.11538461538461539, 0.019230769230769232, 0.15384615384615385, 0.057692307692307696, 0.1346153846153846, 0.019230769230769232, 0.07692307692307693, 0.07692307692307693, 0.09615384615384616, 0.46153846153846156, 0.07692307692307693, 0.09615384615384616, 0.28846153846153844, 0.11538461538461539, 0.09615384615384616, 0.07692307692307693, 0.07692307692307693, 0.019230769230769232, 0.057692307692307696, 0.019230769230769232, 0.038461538461538464, 0.09615384615384616, 0.057692307692307696, 0.057692307692307696, 0.07692307692307693, 0.17307692307692307, 0.057692307692307696, 0.057692307692307696, 0.11538461538461539, 0.09615384615384616, 0.19230769230769232, 0.11538461538461539, 0.19230769230769232, 0.15384615384615385, 0.17307692307692307, 0.057692307692307696, 0.21153846153846154, 0.1346153846153846, 0.038461538461538464, 0.057692307692307696, 0.057692307692307696, 0.019230769230769232, 0.07692307692307693, 0.057692307692307696, 0.07692307692307693, 0.019230769230769232, 0.07692307692307693, 0.09615384615384616, 0.057692307692307696, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.1346153846153846, 0.09615384615384616, 0.09615384615384616, 0.25, 0.19230769230769232, 0.19230769230769232, 0.11538461538461539, 0.07692307692307693, 0.038461538461538464, 0.11538461538461539, 0.07692307692307693, 0.09615384615384616, 0.07692307692307693, 0.0, 0.038461538461538464, 0.019230769230769232, 0.057692307692307696, 0.057692307692307696, 0.07692307692307693, 0.21153846153846154, 0.23076923076923078, 0.17307692307692307, 0.1346153846153846, 0.17307692307692307, 0.15384615384615385, 0.11538461538461539, 0.09615384615384616, 0.09615384615384616, 0.09615384615384616, 0.15384615384615385, 0.21153846153846154, 0.19230769230769232, 0.11538461538461539, 0.18867924528301888, 0.07547169811320754, 0.03773584905660377, 0.03773584905660377, 0.018867924528301886, 0.03773584905660377, 0.03773584905660377, 0.1509433962264151, 0.03773584905660377, 0.09433962264150944, 0.11320754716981132, 0.18867924528301888, 0.24528301886792453, 0.16981132075471697, 0.1509433962264151, 0.20754716981132076, 0.03773584905660377, 0.16981132075471697, 0.18867924528301888, 0.1509433962264151, 0.16981132075471697, 0.1320754716981132, 0.16981132075471697, 0.09433962264150944]","[0.0056176133785623234, 0.004494090702849858, 0.0, 0.002247045351424929, 0.0056176133785623234, 0.0011235226757124646, 0.004494090702849858, 0.0011235226757124646, 0.002247045351424929, 0.004494090702849858, 0.004494090702849858, 0.004494090702849858, 0.0011235226757124646, 0.003370568027137394, 0.002247045351424929, 0.007864658729987251, 0.004494090702849858, 0.003370568027137394, 0.01011170408141218, 0.008988181405699716, 0.008988181405699716, 0.0011235226757124646, 0.006741136054274788, 0.01011170408141218, 0.006870773286087764, 0.0045805155240585095, 0.0022902577620292548, 0.0, 0.0, 0.003435386643043882, 0.0045805155240585095, 0.0045805155240585095, 0.0045805155240585095, 0.0045805155240585095, 0.003435386643043882, 0.006870773286087764, 0.0, 0.005725644405073137, 0.010306159929131645, 0.003435386643043882, 0.005725644405073137, 0.011451288810146273, 0.0125964176911609, 0.0125964176911609, 0.009161031048117019, 0.008015902167102391, 0.003435386643043882, 0.0045805155240585095, 0.0045805155240585095, 0.0045805155240585095, 0.0011451288810146274, 0.003435386643043882, 0.0022902577620292548, 0.0125964176911609, 0.003435386643043882, 0.0022902577620292548, 0.0022902577620292548, 0.006870773286087764, 0.006870773286087764, 0.0011451288810146274, 0.009161031048117019, 0.003435386643043882, 0.008015902167102391, 0.0011451288810146274, 0.0045805155240585095, 0.0045805155240585095, 0.005725644405073137, 0.027483093144351056, 0.0045805155240585095, 0.005725644405073137, 0.017176933215219407, 0.006870773286087764, 0.005725644405073137, 0.0045805155240585095, 0.0045805155240585095, 0.0011451288810146274, 0.003435386643043882, 0.0011451288810146274, 0.0022902577620292548, 0.005725644405073137, 0.003435386643043882, 0.003435386643043882, 0.0045805155240585095, 0.010306159929131645, 0.003435386643043882, 0.003435386643043882, 0.006870773286087764, 0.005725644405073137, 0.011451288810146273, 0.006870773286087764, 0.011451288810146273, 0.009161031048117019, 0.010306159929131645, 0.003435386643043882, 0.0125964176911609, 0.008015902167102391, 0.0022902577620292548, 0.003435386643043882, 0.003435386643043882, 0.0011451288810146274, 0.0045805155240585095, 0.003435386643043882, 0.0045805155240585095, 0.0011451288810146274, 0.0045805155240585095, 0.005725644405073137, 0.003435386643043882, 0.0045805155240585095, 0.0045805155240585095, 0.0045805155240585095, 0.0045805155240585095, 0.008015902167102391, 0.005725644405073137, 0.005725644405073137, 0.014886675453190156, 0.011451288810146273, 0.011451288810146273, 0.006870773286087764, 0.0045805155240585095, 0.0022902577620292548, 0.006870773286087764, 0.0045805155240585095, 0.005725644405073137, 0.0045805155240585095, 0.0, 0.0022902577620292548, 0.0011451288810146274, 0.003435386643043882, 0.003435386643043882, 0.0045805155240585095, 0.0125964176911609, 0.013741546572175528, 0.010306159929131645, 0.008015902167102391, 0.010306159929131645, 0.009161031048117019, 0.006870773286087764, 0.005725644405073137, 0.005725644405073137, 0.005725644405073137, 0.009161031048117019, 0.0125964176911609, 0.011451288810146273, 0.006870773286087764, 0.011235226757124647, 0.004494090702849858, 0.002247045351424929, 0.002247045351424929, 0.0011235226757124646, 0.002247045351424929, 0.002247045351424929, 0.008988181405699716, 0.002247045351424929, 0.0056176133785623234, 0.006741136054274788, 0.011235226757124647, 0.014605794784262039, 0.01011170408141218, 0.008988181405699716, 0.01235874943283711, 0.002247045351424929, 0.01011170408141218, 0.011235226757124647, 0.008988181405699716, 0.01011170408141218, 0.007864658729987251, 0.01011170408141218, 0.0056176133785623234]"
3,3,-0.0153645128265,0.00962089775032,2,orange,"[0.20754716981132076, 0.1320754716981132, 0.1320754716981132, 0.05660377358490566, 0.0, 0.05660377358490566, 0.0, 0.11320754716981132, 0.22641509433962265, 0.1320754716981132, 0.11320754716981132, 0.1509433962264151, 0.16981132075471697, 0.18867924528301888, 0.05660377358490566, 0.1509433962264151, 0.2641509433962264, 0.18867924528301888, 0.18867924528301888, 0.4716981132075472, 0.3584905660377358, 0.3018867924528302, 0.49056603773584906, 0.18867924528301888, 0.1346153846153846, 0.07692307692307693, 0.09615384615384616, 0.038461538461538464, 0.0, 0.038461538461538464, 0.019230769230769232, 0.15384615384615385, 0.28846153846153844, 0.17307692307692307, 0.07692307692307693, 0.1346153846153846, 0.25, 0.1346153846153846, 0.057692307692307696, 0.15384615384615385, 0.19230769230769232, 0.21153846153846154, 0.3269230769230769, 0.28846153846153844, 0.36538461538461536, 0.38461538461538464, 0.2692307692307692, 0.21153846153846154, 0.23076923076923078, 0.019230769230769232, 0.07692307692307693, 0.038461538461538464, 0.0, 0.019230769230769232, 0.057692307692307696, 0.09615384615384616, 0.3076923076923077, 0.07692307692307693, 0.15384615384615385, 0.11538461538461539, 0.21153846153846154, 0.1346153846153846, 0.09615384615384616, 0.1346153846153846, 0.2692307692307692, 0.19230769230769232, 0.28846153846153844, 0.19230769230769232, 0.23076923076923078, 0.2692307692307692, 0.21153846153846154, 0.25, 0.19230769230769232, 0.09615384615384616, 0.1346153846153846, 0.019230769230769232, 0.0, 0.038461538461538464, 0.019230769230769232, 0.15384615384615385, 0.25, 0.11538461538461539, 0.11538461538461539, 0.07692307692307693, 0.1346153846153846, 0.09615384615384616, 0.11538461538461539, 0.11538461538461539, 0.17307692307692307, 0.1346153846153846, 0.36538461538461536, 0.21153846153846154, 0.34615384615384615, 0.25, 0.4230769230769231, 0.21153846153846154, 0.15384615384615385, 0.038461538461538464, 0.057692307692307696, 0.038461538461538464, 0.038461538461538464, 0.0, 0.1346153846153846, 0.21153846153846154, 0.17307692307692307, 0.3076923076923077, 0.057692307692307696, 0.057692307692307696, 0.11538461538461539, 0.15384615384615385, 0.23076923076923078, 0.057692307692307696, 0.17307692307692307, 0.15384615384615385, 0.23076923076923078, 0.2692307692307692, 0.1346153846153846, 0.34615384615384615, 0.1346153846153846, 0.23076923076923078, 0.09615384615384616, 0.19230769230769232, 0.019230769230769232, 0.057692307692307696, 0.0, 0.0, 0.038461538461538464, 0.11538461538461539, 0.28846153846153844, 0.21153846153846154, 0.23076923076923078, 0.38461538461538464, 0.23076923076923078, 0.25, 0.4230769230769231, 0.057692307692307696, 0.21153846153846154, 0.28846153846153844, 0.34615384615384615, 0.4230769230769231, 0.4230769230769231, 0.28846153846153844, 0.28846153846153844, 0.34615384615384615, 0.24528301886792453, 0.11320754716981132, 0.07547169811320754, 0.05660377358490566, 0.03773584905660377, 0.0, 0.03773584905660377, 0.03773584905660377, 0.1509433962264151, 0.20754716981132076, 0.1509433962264151, 0.20754716981132076, 0.18867924528301888, 0.11320754716981132, 0.20754716981132076, 0.22641509433962265, 0.22641509433962265, 0.32075471698113206, 0.3018867924528302, 0.33962264150943394, 0.22641509433962265, 0.16981132075471697, 0.22641509433962265, 0.22641509433962265]","[0.007235652030915968, 0.004604505837855616, 0.004604505837855616, 0.001973359644795264, 0.0, 0.001973359644795264, 0.0, 0.003946719289590528, 0.007893438579181056, 0.004604505837855616, 0.003946719289590528, 0.005262292386120704, 0.0059200789343857915, 0.006577865482650881, 0.001973359644795264, 0.005262292386120704, 0.009209011675711231, 0.006577865482650881, 0.006577865482650881, 0.0164446637066272, 0.012497944417036671, 0.010524584772241408, 0.01710245025489229, 0.006577865482650881, 0.004693054027045147, 0.002681745158311513, 0.003352181447889391, 0.0013408725791557565, 0.0, 0.0013408725791557565, 0.0006704362895778782, 0.005363490316623026, 0.010056544343668171, 0.006033926606200903, 0.002681745158311513, 0.004693054027045147, 0.008715671764512416, 0.004693054027045147, 0.002011308868733635, 0.005363490316623026, 0.006704362895778782, 0.007374799185356659, 0.011397416922823929, 0.010056544343668171, 0.012738289501979685, 0.013408725791557564, 0.009386108054090294, 0.007374799185356659, 0.00804523547493454, 0.0006704362895778782, 0.002681745158311513, 0.0013408725791557565, 0.0, 0.0006704362895778782, 0.002011308868733635, 0.003352181447889391, 0.010726980633246052, 0.002681745158311513, 0.005363490316623026, 0.00402261773746727, 0.007374799185356659, 0.004693054027045147, 0.003352181447889391, 0.004693054027045147, 0.009386108054090294, 0.006704362895778782, 0.010056544343668171, 0.006704362895778782, 0.00804523547493454, 0.009386108054090294, 0.007374799185356659, 0.008715671764512416, 0.006704362895778782, 0.003352181447889391, 0.004693054027045147, 0.0006704362895778782, 0.0, 0.0013408725791557565, 0.0006704362895778782, 0.005363490316623026, 0.008715671764512416, 0.00402261773746727, 0.00402261773746727, 0.002681745158311513, 0.004693054027045147, 0.003352181447889391, 0.00402261773746727, 0.00402261773746727, 0.006033926606200903, 0.004693054027045147, 0.012738289501979685, 0.007374799185356659, 0.012067853212401806, 0.008715671764512416, 0.014749598370713319, 0.007374799185356659, 0.005363490316623026, 0.0013408725791557565, 0.002011308868733635, 0.0013408725791557565, 0.0013408725791557565, 0.0, 0.004693054027045147, 0.007374799185356659, 0.006033926606200903, 0.010726980633246052, 0.002011308868733635, 0.002011308868733635, 0.00402261773746727, 0.005363490316623026, 0.00804523547493454, 0.002011308868733635, 0.006033926606200903, 0.005363490316623026, 0.00804523547493454, 0.009386108054090294, 0.004693054027045147, 0.012067853212401806, 0.004693054027045147, 0.00804523547493454, 0.003352181447889391, 0.006704362895778782, 0.0006704362895778782, 0.002011308868733635, 0.0, 0.0, 0.0013408725791557565, 0.00402261773746727, 0.010056544343668171, 0.007374799185356659, 0.00804523547493454, 0.013408725791557564, 0.00804523547493454, 0.008715671764512416, 0.014749598370713319, 0.002011308868733635, 0.007374799185356659, 0.010056544343668171, 0.012067853212401806, 0.014749598370713319, 0.014749598370713319, 0.010056544343668171, 0.010056544343668171, 0.012067853212401806, 0.008551225127446145, 0.003946719289590528, 0.002631146193060352, 0.001973359644795264, 0.001315573096530176, 0.0, 0.001315573096530176, 0.001315573096530176, 0.005262292386120704, 0.007235652030915968, 0.005262292386120704, 0.007235652030915968, 0.006577865482650881, 0.003946719289590528, 0.007235652030915968, 0.007893438579181056, 0.007893438579181056, 0.011182371320506496, 0.010524584772241408, 0.011840157868771583, 0.007893438579181056, 0.0059200789343857915, 0.007893438579181056, 0.007893438579181056]"
